caption,passport_link,comment,vertical,subvertical,category,media,author
"Our chili mac is a hometown favorite. When that comfort food craving hits, you know where to find us!",https://passport.gds.gdcorp.tools/location/74539/content/e1e1dc43-3e3c-4a0f-8fa1-ba415069eea0,Promoting a dish that's unique to the customer's local cuisine.,Restaurant,Sports bar,Product/Service,https://media.mainstreethub.com/media/ee7d3f0a-bf07-4ba5-86ed-9d5129c033af,Amy McCoy
"Step into your sanctuary. Our float experience, or sensory deprivation tank, will offer a quiet respite from the outside world, allowing you to focus on your thoughts and deepen your connection to the mind. #FloatationTherapy #FloatTank #EpsomSalt #SensoryDeprivation #DeStress #Meditate",https://passport.gds.gdcorp.tools/location/81770/content/c569fc56-8d83-43bc-b2f5-96bbfc38c5ab,Clearly describing the experience of the customer's sensory deprivation tanks.,Spas and Salons,Spa,Product/Service,https://media.mainstreethub.com/media/de69167a-ae96-464e-995f-e97dc05f57cd,Amy McCoy
"If you need a wind mitigation inspection or a four-point inspection for your insurance company, give us a call at (239) 209-6536. We'll get your reports back to you within the same day, and we offer competitive pricing. If you need both inspections, we bundle them for you for added savings, too! Inspected once, inspected right.",https://passport.gds.gdcorp.tools/location/81810/content/40fe1f8d-4b52-4413-be3d-6d194b8209cb,This request highlights some of the unique services a home inspection customer may provide.,Home Services,Home inspection,Event/Special ,https://media.mainstreethub.com/media/95371ce2-47ba-46da-a187-279884335a48,Lauren Smola
"As we transition into fall, have you ever considered painting a room with dark and cozy colors like navy blue? It's supposed to pair great with wood and neutral tones, while providing a great backdrop for gold accents. We'd love to hear your thoughts on this popular wall color!",https://passport.gds.gdcorp.tools/location/73927/content/9dbcd546-4b0f-4a9e-bc3a-bc20bf517ada,Great sense of customer voice to expand on this design tip and add a seasonal connection.,Home Services,Interior Design,Audience Participation,https://media.mainstreethub.com/media/35c98146-c1b8-4c62-a376-ded105c47a9f,Robert Valenzuela
"What's one thing you would change about your outdoor area? Comment below, and chances are, we can get that taken care of for you! #RedCastleBuilders",https://passport.gds.gdcorp.tools/location/51972/content/4df24e0c-e2d4-4748-b303-f9dd3a8c36e2,Turning a participation question into a chance to get new projects!,Home Services,Construction,Audience Participation,https://media.mainstreethub.com/media/18bd2281-acd1-4471-8960-1c9e7bb8564f,Harmony Rulon
"No matter what color your kitchen is, our team is here to help you find cabinets that compliment every color scheme.",https://passport.gds.gdcorp.tools/location/80539/content/ff43bbb6-1859-40fc-b5e7-78fa2284229f,Clearly outlining the range of design options this customer can offer.,Home Services,Contractor ,Product/Service,https://media.mainstreethub.com/media/c81a3655-77da-4b3f-8577-2f8c10eaf826,Emily Rutan
Check out this stunning kitchen backsplash we helped bring to life. Contact us at (310) 477-3223 to explore our stone and tile products today. #RoyalStoneandTile #Marble #Porcelain #SlabYard #Tile #LosAngeles,https://passport.gds.gdcorp.tools/location/81517/content/dfb5069a-6255-400d-9ab6-2c8b313cd312,Clearly promoting the specific home upgrades this customer offers with a super cohesive photo to illustrate the finished product.,Home Services,Tile and stone,Product/Service,https://media.mainstreethub.com/media/9c161d4b-5f8a-44d1-a09c-e367abbef127,Marie Romano
"With the current market, it's hard not to think about your home's resale value. When you start upgrading your home, begin with the kitchen -- that's where you'll see the biggest return on investment when it comes time to sell.",https://passport.gds.gdcorp.tools/location/51537/content/7588fdf2-633f-42b6-8ea3-dcff36e7aebe,A helpful tip that doesn't go too far into concrete numbers that we might not be able to back up.,Home Services,Remodeling,Product/Service,https://media.mainstreethub.com/media/3e9ad331-7b2a-435a-bddb-c6fd80c42a3d,Laura Chandler
"No matter how dirty or hard a job might be, we'll work as hard as we can to help you reclaim your space. #WeelHawl #JunkRemoval #HomeCleanout #PropertyCleanout #TrashHaul #JunkHaul #BurlingtonNC #Clutter",https://passport.gds.gdcorp.tools/location/81764/content/1f8f5d13-f480-48cb-8389-85cf32281d7e,"Connecting to the testimonial quote without any direct repetition for a cohesive, impactful post.",Home Services,Cleaning services,Testimonial,https://media.mainstreethub.com/media/d0af51fd-17d6-4f41-acb1-2d7a34dd7f00,Hannah Thompson
"Contrary to popular belief, even ""septic safe"" or ""flushable"" wet wipes are not always safe for your plumbing. Definite answers usually depend on your system, so don't hesitate to call our team with questions.",https://passport.gds.gdcorp.tools/location/81523/content/d0650cf5-b563-4bda-b02d-6fb9a503a39e,A helpful tip applicable to many potential readers.,Home Services,Plumbing,Educational,https://media.mainstreethub.com/media/4b767ce4-6131-4dab-bf46-961cf925e2da,Cecil Sparkman
"Did you know? Mold can enter your home through open doorways, windows, vents, and heating and air conditioning systems. That’s why it’s always important to control humidity levels and schedule inspections.",https://passport.gds.gdcorp.tools/location/72069/content/dff7a40f-4c37-44f9-a975-cd8d262888bd,A helpful educational tip that's relevant to the service this customer provides.,Home Services,Construction,Educational,https://media.mainstreethub.com/media/860aa1f4-8395-42fc-a86f-91f4d33ad88f,Emily Burke
Did you know we've been rated the number one indoor air quality company in the nation for 10 years in a row on Angie's List? That's simply what happens when you're committed to providing services with the highest standard of quality from start to finish. #AirQualityConcepts,https://passport.gds.gdcorp.tools/location/59945/content/b937d3d7-107e-40f1-9696-039991b5d89f,Promoting unique recognition this customer has received in their community.,Home Services,HVAC,About the Business,https://media.mainstreethub.com/media/11f73deb-d4a2-4ad6-b171-c610412293d5,Lacey Morris
"High speed, all-terrain tires, high-ground clearance: Whatever you're searching for, we're here to check all your boxes. #UsedCars #CarParts #BillAllisonAutoSales #PampaAutoSales #financing #cars #trucks #vans #SUV",https://passport.gds.gdcorp.tools/location/8373/content/fb7c8cf1-d4f4-464f-a040-89fe5b20308a,Highlighting specific top-tier products the customer carries.,Automotive,Auto sales,Product/Service,https://media.mainstreethub.com/media/39385c30-abf2-4da7-8e8d-bda104185980,Deidre Rodriguez
"From soccer cleats on the floor mats to snack crumbs on the seats, we know chauffeuring the kids around can take a toll on your car's interior. That's why our Unlimited Wash Club members enjoy 25% off any express detail services! #iShineExpress #UnlimitedWashClub",https://passport.gds.gdcorp.tools/location/49620/content/9d7d6c86-29e6-4825-b722-fdfe0df7758c,Connecting the customer's membership perks to specific consumer needs.,Automotive,Car wash,Product/Service,https://media.mainstreethub.com/media/cf2ac929-d2b1-4cb4-b989-50ef6cc79bec,Annie Cranford
"When Vermont Tire & Service first opened in 1982, we had a saying: “We’re the tire store where your dollar buys more.” More than 30 years later, we hold true to our motto by offering the best tire services to the North and Central Vermont area.",https://passport.gds.gdcorp.tools/location/39871/content/d2bffc2d-332a-4d8e-ba32-f66231a492cf,A great example of leveraging a customer's slogan and founding year into a unique and engaging post.,Automotive,Tire sales,About the Business,https://media.mainstreethub.com/media/63fec5fc-a5e0-488e-8a64-aace41fda826,Cameron Harlow
"The Florida sun and ocean air can take a toll on your car's paint if you don't keep it freshly cleaned and waxed. If you leave your vehicle outdoors daily, consider stopping by for regular car washes! #EZCleanExpressWash #Florida #Carwash #SelfService #Zephyrhills #CarWash #CleanCars #CarPaint #CarTips #wash #cars #car #drive #sun #florida",https://passport.gds.gdcorp.tools/location/29755/content/9e832823-2822-4c29-a1d9-7af205c63c98,Using a local connection to highlight the importance of regular car washes.,Automotive,Car wash,Educational,https://media.mainstreethub.com/media/1a50a44a-f46c-4559-8766-d5c390442c51,Emily Tuite
"Competitive athletes and weekend warriors have turned to us for help with their sports-related injury. Not only do we help our patients recover, we go the extra mile to teach them how to minimize the risk of re-injury. Request an appointment to learn more about our rehabilitation program: (479) 855-9348. #BellaVistaAR",https://passport.gds.gdcorp.tools/location/55993/content/9af498fc-7384-4e66-aebf-1276bbcd0d34,On-brand way to describe the customer's clientele and services without getting too far into medical specifics.,Health and Wellness,Physical Therapy,Product/Service,https://media.mainstreethub.com/media/df1500a1-72ae-4a2f-9b25-96f264958f6b,Robert Valenzuela
Our weight management program will help you get the education and personalized support you need to reach your goal weight. Give us a call to get started on your journey: (309) 830-0711.,https://passport.gds.gdcorp.tools/location/79619/content/9f523503-7052-49de-976f-cdb736f2835b,"Embodying the customer's competent, informative voice when describing one of their coaching offerings.",Health and Wellness,Dietician,Product/Service,https://media.mainstreethub.com/media/b488c1f5-f32e-47e8-8ef7-e5b1e8c0bdce,Alyssa Wright
"We offer couple massages! If you're looking to spend time with your significant other, have a mother-daughter date, or whatever it may be -- schedule a massage with us today at http://helpinghandsmassagewv.com.",https://passport.gds.gdcorp.tools/location/64333/content/42da6835-f24a-4425-a2ca-b2372ccff29c,This request does a great job framing specific occasions where readers might want to book the service in question.,Health and Wellness,Massage Therapy,Product/Service,https://media.mainstreethub.com/media/3a66ba85-6d3a-490e-8294-f69083bb3ecd,Kelsey Blaylock
"Relationships can get hard once that honeymoon phase has passed. My Relationship Counseling can help bring back that old spark you once had. When you're ready to take a step towards a better relationship, give me a call at (850) 450-7223. #GriefCounseling #LifeCounseling #Loss #CouplesCounseling #BelieveHopeInspire #Tallahassee",https://passport.gds.gdcorp.tools/location/81811/content/218fcf8e-b6ca-4274-a215-3f0ce59993e9,"Clear, positive framing for this customer's relationship coaching services.",Health and Wellness,Wellness Coaching,Product/Service,https://media.mainstreethub.com/media/e2af2bcd-4d45-42e8-b95e-7c56c7f893ab,Savanna Valentino
Take a load off by the fireside after a long day of hunting or fishing. We love making you feel at home!,https://passport.gds.gdcorp.tools/location/35725/content/a98f8529-c180-4468-86ae-9b4c2ea13be8,Taking inspiration from a customer photo to really capture the experience of visiting this lodge.,Hotels,Lodge,Product/Service,https://media.mainstreethub.com/media/91ecaeaa-3c25-4bed-bd08-ae3f67a62e80,Amy McCoy
"Stocked with coffee, tea, oatmeal, Wi-Fi , every room at our inn has all the comforts of home you could possibly need. #CozyRoom",https://passport.gds.gdcorp.tools/location/65030/content/31fbe016-6966-4200-9501-3b8ebe9cf8ef,Clearly highlighting this hotel's amenities.,Hotel,Hotel,Product/Service,https://media.mainstreethub.com/media/d9065ae1-ee6c-4814-995e-ff5410f8d083,Colleen Griffin
"Eat, sleep, play, repeat: All of Callie's favorite activities. Whether your pup is joining us for day care or an overnight stay, we'll make sure there's nonstop tail-wagging fun!",https://passport.gds.gdcorp.tools/location/81446/content/c233faa1-77ee-4698-9a4b-b73a145dde66,Using a detail from the photo to add some extra personality and specificity to a caption.,Pets,Pet care,Product/Service,https://media.mainstreethub.com/media/3d27d884-bace-4ba6-9b50-46855faaf32e,Gabrielle Medina
"We want you and your dog to have that special bond. Structured, empathetic training builds that bond, and your life together will be forever changed! Visit http://elitepuptraining.com to learn more about our services.",https://passport.gds.gdcorp.tools/location/78158/content/811b7ca6-7ad4-492b-9c30-5e34f9ca8e30,"This content request is a great example of the professional, positive voice a trainer would use to describe their goals.",Pets,Dog training,Product/Service,https://media.mainstreethub.com/media/7fb11f59-6ae9-491d-b268-08f1ce9c4f52,Lauren Smola
